Depot,Fleet Number,Vehicle Registration Number,Vehicle Make,Vehicle Model,Vehicle Operator,is AC?,Service Type,Registration Date,Status
Annanagar Depot,I2915,TN01N8749,Ashok Leyland,BS-3,MTC,No,Ordinary,16-02-2010,Active
Annanagar Depot,I1638,TN01N7288,Ashok Leyland,BS-3,MTC,No,Ordinary,14-08-2008,Active
Kilambakkam Depot,J1883,TN01AN3636,Ashok Leyland,BS-4,MTC,No,Ordinary,02-03-2020,Active
Kilambakkam Depot,S0006,TN45N4325,Ashok Leyland,BS-6,MTC,Yes,AC,N/A,Active
Basinbridge Depot,K0313,TN01AN4821,Ashok Leyland,BS-6,MTC,No,Ordinary,22-10-2024,Active
Basinbridge Depot,J1370,TN01AN2799,Ashok Leyland,BS-4,MTC,No,Deluxe,02-07-2019,Active
Saidapet Depot,J1791,TN01AN3696,Ashok Leyland,BS-4,MTC,No,Ordinary,04-03-2020,Active
Mandaveli Depot,J1683,TN01AN3255,Tata,BS-4,MTC,No,Deluxe,31-10-2019,Active
Chromepet-1 Depot,J1331,TN01AN2542,Ashok Leyland,BS-4,MTC,No,Deluxe,23-06-2019,Active
Central Depot,I2958,TN01N9154,Ashok Leyland,BS-3,MTC,No,Ordinary,22-03-2010,Active
Central Depot,I2932,TN01N8869,Ashok Leyland,BS-3,MTC,No,Ordinary,02-03-2010,Active
Chromepet-1 Depot,I2907,TN01N8726,Ashok Leyland,BS-3,MTC,No,Ordinary,04-02-2010,Active
Chromepet-1 Depot,I2955,TN01N9132,Ashok Leyland,BS-3,MTC,No,Ordinary,19-03-2010,Active
Kalaignar Nagar Depot,J1614,TN01AN3073,Tata,BS-4,MTC,No,Deluxe,24-09-2019,Active
Vadapalani Depot,J0861,TN01AN1625,Ashok Leyland,BS-4,MTC,No,Ordinary,07-09-2016,Active
Vadapalani Depot,J1434,TN01AN2668,Ashok Leyland,BS-4,MTC,No,Ordinary,25-06-2019,Active
Annanagar East Depot,J1279,TN01AN2482,Ashok Leyland,BS-4,MTC,No,Ordinary,19-06-2019,Active
Iyyappanthangal Depot,J0348,TN01AN0784,Tata,BS-4,MTC,No,Small Bus (Express),18-02-2014,Active
Tambaram Depot,J0694,TN01AN1363,Tata,BS-4,MTC,No,Small Bus (Express),29-02-2016,Active
Tambaram Depot,J0267,TN01AN0714,Tata,BS-4,MTC,No,Ordinary,21-10-2013,Active
Chromepet-1 Depot,J1787,TN01AN3601,Ashok Leyland,BS-4,MTC,No,Ordinary,09-02-2020,Active
Chromepet-1 Depot,J1774,TN01AN3621,Ashok Leyland,BS-4,MTC,No,Ordinary,06-02-2020,Active
Chromepet-1 Depot,J2086,TN01AN4028,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Chromepet-1 Depot,J0250,TN01AN0721,Tata,BS-4,MTC,No,Small Bus (Express),21-10-2013,Active
Chromepet-1 Depot,J0252,TN01AN0724,Tata,BS-4,MTC,No,Small Bus (Express),21-10-2013,Active
Chromepet-1 Depot,J0601,TN01AN1308,Tata,BS-4,MTC,No,Small Bus (Express),05-02-2016,Active
Kalaignar Nagar Depot,J1680,TN01AN3233,Tata,BS-4,MTC,No,Deluxe,31-10-2019,Active
Kalaignar Nagar Depot,J1690,TN01AN3241,Tata,BS-4,MTC,No,Deluxe,08-12-2019,Active
Kalaignar Nagar Depot,J1708,TN01AN3246,Tata,BS-4,MTC,No,Deluxe,01-12-2019,Active
Kalaignar Nagar Depot,J1707,TN01AN3267,Tata,BS-4,MTC,No,Deluxe,01-12-2019,Active
Thiyagaraya Nagar Depot,K0818,TN01AN5299,Ashok Leyland,BS-6,MTC,No,Deluxe,17-07-2025,Active
Alandur Depot,K0821,TN01AN5271,Ashok Leyland,BS-6,MTC,No,Deluxe,18-07-2025,Active
Thiyagaraya Nagar Depot,K0819,TN01AN5298,Ashok Leyland,BS-6,MTC,No,Deluxe,18-07-2025,Active
Alandur Depot,K0820,TN01AN5247,Ashok Leyland,BS-6,MTC,No,Deluxe,18-07-2025,Active
Madhavaram Depot,I3311,TN01N9624,Ashok Leyland,BS-4,MTC,No,Ordinary,31-03-2011,Active
Madhavaram Depot,I1033,TN01N5164,Ashok Leyland,BS-3,MTC,No,Ordinary,26-12-2007,Active
Kalaignar Nagar Depot,J0501,TN01AN1298,Tata,BS-4,MTC,No,Ordinary,05-02-2016,Active
Kalaignar Nagar Depot,J0524,TN01AN1253,Tata,BS-4,MTC,No,Ordinary,05-02-2016,Active
Kalaignar Nagar Depot,J0567,TN01AN1454,Tata,BS-4,MTC,No,Ordinary,31-03-2016,Active
Kalaignar Nagar Depot,J0511,TN01AN1274,Tata,BS-4,MTC,No,Ordinary,05-02-2016,Active
Chromepet-1 Depot,J0327,TN01AN0801,Tata,BS-4,MTC,No,Small Bus (Express),18-02-2014,Active
Chromepet-1 Depot,J0632,TN01AN1275,Tata,BS-4,MTC,No,Express,05-02-2016,Active
Chromepet-1 Depot,J0328,TN01AN0760,Tata,BS-4,MTC,No,Small Bus (Express),18-02-2014,Active
Chromepet-1 Depot,J0661,TN01AN1324,Tata,BS-4,MTC,No,Small Bus (Express),07-02-2016,Active
Padiyanallur Depot,J1014,TN01AN2577,Ashok Leyland,BS-4,MTC,No,Ordinary,24-06-2019,Active
Avadi Depot,J0938,TN01AN1890,Ashok Leyland,BS-4,MTC,No,Ordinary,03-01-2019,Active
Basinbridge Depot,J1846,TN01AN3593,Ashok Leyland,BS-4,MTC,No,Deluxe,23-02-2020,Active
Annanagar East Depot,J2018,TN01AN3871,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Annanagar East Depot,J1090,TN01AN2229,Ashok Leyland,BS-4,MTC,No,Ordinary,02-05-2019,Active
Annanagar East Depot,J1940,TN01AN3792,Ashok Leyland,BS-4,MTC,No,Deluxe,13-03-2020,Active
Padiyanallur Depot,K0236,TN01AN4479,Ashok Leyland,BS-6,MTC,No,Ordinary,22-03-2020,Active
Padiyanallur Depot,J1563,TN01AN3079,Ashok Leyland,BS-4,MTC,No,Ordinary,12-08-2019,Active
Semmenchery Depot,J1534,TN01AN2964,Ashok Leyland,BS-4,MTC,No,Ordinary,18-07-2019,Active
Avadi Depot,J0935,TN01AN1854,Ashok Leyland,BS-4,MTC,No,Ordinary,03-01-2019,Active
Semmenchery Depot,J0920,TN01AN1857,Ashok Leyland,BS-4,MTC,No,Deluxe,03-01-2019,Active
Semmenchery Depot,J1203,TN01AN2083,Ashok Leyland,BS-4,MTC,No,Ordinary,22-04-2019,Active
Thiruvanmiyur Depot,J1584,TN01AN2976,Ashok Leyland,BS-4,MTC,No,Ordinary,07-08-2019,Active
Thiruvanmiyur Depot,J1025,TN01AN2677,Ashok Leyland,BS-4,MTC,No,Deluxe,25-06-2019,Active
Iyyappanthangal Depot,J1819,TN45N4185,Ashok Leyland,BS-4,MTC,No,Ordinary,01-01-2020,Active
Iyyappanthangal Depot,J0307,TN01AN0807,Tata,BS-4,MTC,No,Small Bus (Express),18-02-2014,Active
Iyyappanthangal Depot,J0618,TN01AN1312,Tata,BS-4,MTC,No,Small Bus (Express),05-02-2016,Active
Iyyappanthangal Depot,J0691,TN01AN1390,Tata,BS-4,MTC,No,Small Bus (Express),29-02-2016,Active
Iyyappanthangal Depot,J0323,TN01AN0762,Tata,BS-4,MTC,No,Small Bus (Express),18-02-2014,Active
Iyyappanthangal Depot,J0308,TN01AN0792,Tata,BS-4,MTC,No,Small Bus (Express),18-02-2014,Active
Iyyappanthangal Depot,J0315,TN01AN0749,Tata,BS-4,MTC,No,Small Bus (Express),18-02-2014,Active
Iyyappanthangal Depot,J0329,TN01AN0742,Tata,BS-4,MTC,No,Small Bus (Express),18-02-2014,Active
Iyyappanthangal Depot,J0706,TN01AN1345,Tata,BS-4,MTC,No,Small Bus (Express),29-02-2016,Active
Iyyappanthangal Depot,J1425,TN01AN2556,Ashok Leyland,BS-4,MTC,No,Ordinary,24-06-2019,Active
Saidapet Depot,J0921,TN01AN1838,Ashok Leyland,BS-4,MTC,No,Ordinary,03-01-2019,Active
Saidapet Depot,J1785,TN01AN3658,Ashok Leyland,BS-4,MTC,No,Ordinary,04-03-2020,Active
Vyasarpadi Depot,K5011,TN01BV3795,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Tambaram Depot,K0081,TN01AN4336,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Tambaram Depot,K0233,TN01AN4377,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Thiyagaraya Nagar Depot,J0636,TN01AN1243,Tata,BS-4,MTC,No,Small Bus (Express),05-02-2016,Active
Chromepet-2 Depot,J0904,TN01AN1721,Ashok Leyland,BS-4,MTC,No,Express,04-10-2016,Active
Chromepet-2 Depot,J0199,TN01AN0473,Ashok Leyland,BS-4,MTC,No,Ordinary,04-09-2012,Active
Thiyagaraya Nagar Depot,K0817,TN01AN5281,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Thiruvanmiyur Depot,J1558,TN01AN3126,Ashok Leyland,BS-4,MTC,No,Deluxe,12-08-2019,Active
Madhavaram Depot,J1401,TN01AN3024,Ashok Leyland,BS-4,MTC,No,Deluxe,18-07-2019,Active
Mandaveli Depot,J1692,TN01AN3294,Tata,BS-4,MTC,No,Deluxe,08-12-2019,Active
Madhavaram Depot,J1400,TN01AN3008,Ashok Leyland,BS-4,MTC,No,Ordinary,18-07-2019,Active
Padiyanallur Depot,J0817,TN01AN1545,Ashok Leyland,BS-4,MTC,No,Ordinary,16-05-2016,Active
Chromepet-1 Depot,J1884,TN01AN3628,Ashok Leyland,BS-4,MTC,No,Deluxe,23-02-2020,Active
Tambaram Depot,K0807,TN01AN5304,Ashok Leyland,BS-6,MTC,No,Deluxe,03-07-2025,Active
Tambaram Depot,K0808,TN01AN5266,Ashok Leyland,BS-6,MTC,No,Deluxe,03-07-2025,Active
Poonamallee Depot,J0531,TN01AN1305,Tata,BS-4,MTC,No,Deluxe,05-02-2016,Active
Alandur Depot,K0816,TN01AN5257,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Annanagar Depot,K0814,TN01AN5276,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Annanagar Depot,K0813,TN01AN5234,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Alandur Depot,K0815,TN01AN5269,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Avadi Depot,J1926,TN01AN3898,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Annanagar Depot,J0610,TN01AN1208,Tata,BS-4,MTC,No,Small Bus (Express),05-02-2016,Active
Annanagar Depot,J0673,TN01AN1388,Tata,BS-4,MTC,No,Small Bus (Express),29-02-2016,Active
Annanagar Depot,J0614,TN01AN1271,Tata,BS-4,MTC,No,Small Bus (Express),05-02-2016,Active
Annanagar Depot,J0646,TN01AN1230,Tata,BS-4,MTC,No,Small Bus (Express),05-02-2016,Active
Annanagar Depot,J0644,TN01AN1245,Tata,BS-4,MTC,No,Small Bus (Express),05-02-2016,Active
Kilambakkam Depot,S0010,TN72N2131,Ashok Leyland,BS-6,MTC,Yes,AC,N/A,Active
Madhavaram Depot,K0788,TN01AN5143,Ashok Leyland,BS-6,MTC,No,Deluxe,01-07-2025,Active
Madhavaram Depot,K0789,TN01AN5178,Ashok Leyland,BS-6,MTC,No,Deluxe,01-07-2025,Active
Madhavaram Depot,K0810,TN01AN5245,Ashok Leyland,BS-6,MTC,No,Deluxe,03-07-2025,Active
Kilambakkam Depot,K0806,TN01AN5321,Ashok Leyland,BS-6,MTC,No,Deluxe,03-07-2025,Active
Madhavaram Depot,K0809,TN01AN5302,Ashok Leyland,BS-6,MTC,No,Deluxe,03-07-2025,Active
Adyar Depot,K0805,TN01AN5265,Ashok Leyland,BS-6,MTC,No,Deluxe,03-07-2025,Active
Adyar Depot,K0803,TN01AN5286,Ashok Leyland,BS-6,MTC,No,Deluxe,03-07-2025,Active
Vadapalani Depot,K0812,TN01AN5306,Ashok Leyland,BS-6,MTC,No,Deluxe,04-07-2025,Active
Adyar Depot,K0804,TN01AN5240,Ashok Leyland,BS-6,MTC,No,Deluxe,03-07-2025,Active
Annanagar Depot,J1003,TN01AN1971,Ashok Leyland,BS-4,MTC,No,Deluxe,17-03-2019,Active
Annanagar Depot,K0178,TN01AN4243,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Annanagar Depot,I2976,TN01N9479,Ashok Leyland,BS-3,MTC,No,Ordinary,12-04-2010,Active
Poonamallee Depot,K0791,TN01AN5169,Ashok Leyland,BS-6,MTC,No,Deluxe,01-07-2025,Active
Kilambakkam Depot,K0787,TN01AN5132,Ashok Leyland,BS-6,MTC,No,Deluxe,01-07-2025,Active
Poonamallee Depot,K0794,TN01AN5211,Ashok Leyland,BS-6,MTC,No,Deluxe,01-07-2025,Active
Poonamallee Depot,K0793,TN01AN5216,Ashok Leyland,BS-6,MTC,No,Deluxe,01-07-2025,Active
Poonamallee Depot,K0792,TN01AN5172,Ashok Leyland,BS-6,MTC,No,Deluxe,01-07-2025,Active
Poonamallee Depot,K0790,TN01AN5164,Ashok Leyland,BS-6,MTC,No,Deluxe,01-07-2025,Active
Kilambakkam Depot,K0783,TN01AN5209,Ashok Leyland,BS-6,MTC,No,Deluxe,01-07-2025,Active
Tondiarpet-2 Depot,K0797,TN01AN5187,Ashok Leyland,BS-6,MTC,No,Deluxe,01-07-2025,Active
Tondiarpet-2 Depot,K0798,TN01AN5144,Ashok Leyland,BS-6,MTC,No,Deluxe,01-07-2025,Active
Tondiarpet-2 Depot,K0799,TN01AN5196,Ashok Leyland,BS-6,MTC,No,Deluxe,01-07-2025,Active
Tondiarpet-2 Depot,K0801,TN01AN5229,Ashok Leyland,BS-6,MTC,No,Deluxe,01-07-2025,Active
Tondiarpet-2 Depot,K0800,TN01AN5170,Ashok Leyland,BS-6,MTC,No,Deluxe,01-07-2025,Active
Poonamallee Depot,K0796,TN01AN5198,Ashok Leyland,BS-6,MTC,No,Deluxe,01-07-2025,Active
Poonamallee Depot,K0795,TN01AN5230,Ashok Leyland,BS-6,MTC,No,Deluxe,01-07-2025,Active
Kilambakkam Depot,K0802,TN01AN5259,Ashok Leyland,BS-6,MTC,No,Deluxe,01-07-2025,Active
Ambathur Depot,J2098,TN01AN3975,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Avadi Depot,J2048,TN01AN3846,Ashok Leyland,BS-4,MTC,No,Deluxe,18-03-2020,Active
Tondiarpet-1 Depot,J2040,TN01AN3748,Ashok Leyland,BS-4,MTC,No,Deluxe,12-03-2020,Active
Ayanavaram Depot,J2042,TN01AN3872,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Central Depot,J2030,TN01AN3944,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Annanagar Depot,J2020,TN01AN3961,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Annanagar Depot,J1969,TN01AN3918,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Chromepet-2 Depot,J1782,TN01AN3586,Ashok Leyland,BS-4,MTC,No,Deluxe,06-02-2020,Active
Chromepet-1 Depot,J1985,TN01AN3836,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Tambaram Depot,J1984,TN01AN3903,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Semmenchery Depot,J1935,TN01AN3648,Ashok Leyland,BS-4,MTC,No,Deluxe,04-03-2020,Active
Adyar Depot,J1896,TN01AN3740,Ashok Leyland,BS-4,MTC,No,Deluxe,10-03-2020,Active
Iyyappanthangal Depot,J0306,TN01AN0765,Tata,BS-4,MTC,No,Small Bus (Express),18-02-2014,Active
Semmenchery Depot,I2998,TN01N9519,Ashok Leyland,BS-3,MTC,No,Ordinary,19-04-2010,Active
Kundrathur Depot,J1816,TN45N4232,Ashok Leyland,BS-4,MTC,No,Deluxe,01-01-2020,Active
Tambaram Depot,K0713,TN01AN4981,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Iyyappanthangal Depot,J0680,TN01AN1383,Tata,BS-4,MTC,No,Small Bus (Express),29-02-2016,Active
Avadi Depot,J0294,TN01AN0680,Tata,BS-4,MTC,No,Small Bus (Express),21-10-2013,Active
Avadi Depot,J0890,TN01AN1613,Ashok Leyland,BS-4,MTC,No,Ordinary,07-09-2016,Active
Avadi Depot,J1792,TN01AN3555,Ashok Leyland,BS-4,MTC,No,Deluxe,09-02-2020,Active
Avadi Depot,J1805,TN01AN3633,Ashok Leyland,BS-4,MTC,No,Deluxe,02-03-2020,Active
Iyyappanthangal Depot,J0280,TN01AN0684,Tata,BS-4,MTC,No,Small Bus (Express),21-10-2013,Active
Iyyappanthangal Depot,J0617,TN01AN1262,Tata,BS-4,MTC,No,Small Bus (Express),05-02-2016,Active
Iyyappanthangal Depot,J0316,TN01AN0738,Tata,BS-4,MTC,No,Small Bus (Express),18-02-2014,Active
Kalaignar Nagar Depot,J1630,TN01AN3096,Tata,BS-4,MTC,No,Deluxe,24-09-2019,Active
Kalaignar Nagar Depot,J0551,TN01AN1319,Tata,BS-4,MTC,No,Deluxe,07-02-2016,Active
Kalaignar Nagar Depot,J0743,TN01AN1665,Tata,BS-4,MTC,No,Deluxe,07-09-2016,Active
Kalaignar Nagar Depot,J0558,TN01AN1373,Tata,BS-4,MTC,No,Deluxe,29-02-2016,Active
Kalaignar Nagar Depot,J0590,TN01AN1470,Tata,BS-4,MTC,No,Deluxe,11-04-2016,Active
Kalaignar Nagar Depot,J0711,TN01AN1494,Tata,BS-4,MTC,No,Ordinary,17-04-2016,Active
Kalaignar Nagar Depot,J1620,TN01AN3093,Tata,BS-4,MTC,No,Deluxe,24-09-2019,Active
Kalaignar Nagar Depot,J0559,TN01AN1368,Tata,BS-4,MTC,No,Ordinary,29-02-2016,Active
Avadi Depot,J1842,TN01AN3800,Ashok Leyland,BS-4,MTC,No,Deluxe,11-03-2020,Active
Avadi Depot,J1652,TN01AN3279,Ashok Leyland,BS-4,MTC,No,Ordinary,20-10-2019,Active
Avadi Depot,J1822,TN45N4177,Ashok Leyland,BS-4,MTC,No,Ordinary,06-01-2020,Active
Avadi Depot,J2053,TN01AN3733,Ashok Leyland,BS-4,MTC,No,Ordinary,11-03-2020,Active
Avadi Depot,J1658,TN01AN3274,Ashok Leyland,BS-4,MTC,No,Ordinary,20-10-2019,Active
Avadi Depot,J1673,TN01AN3330,Ashok Leyland,BS-4,MTC,No,Ordinary,31-10-2019,Active
Avadi Depot,J1579,TN01AN3034,Ashok Leyland,BS-4,MTC,No,Ordinary,12-08-2019,Active
Avadi Depot,J1778,TN01AN3548,Ashok Leyland,BS-4,MTC,No,Deluxe,06-02-2020,Active
Avadi Depot,J1900,TN01AN3829,Ashok Leyland,BS-4,MTC,No,Deluxe,06-03-2020,Active
Avadi Depot,J0937,TN01AN1927,Ashok Leyland,BS-4,MTC,No,Deluxe,03-01-2019,Active
Avadi Depot,J1659,TN01AN3295,Ashok Leyland,BS-4,MTC,No,Ordinary,20-10-2019,Active
Avadi Depot,J0671,TN01AN1361,Tata,BS-4,MTC,No,Small Bus (Express),29-02-2016,Active
Avadi Depot,J0703,TN01AN1404,Tata,BS-4,MTC,No,Small Bus (Express),29-02-2016,Active
Avadi Depot,J0687,TN01AN1370,Tata,BS-4,MTC,No,Small Bus (Express),29-02-2016,Active
Avadi Depot,J0301,TN01AN0779,Tata,BS-4,MTC,No,Small Bus (Express),18-02-2014,Active
Avadi Depot,J0293,TN01AN0730,Tata,BS-4,MTC,No,Small Bus (Express),21-10-2013,Active
Avadi Depot,J1802,TN01AN3664,Ashok Leyland,BS-4,MTC,No,Deluxe,02-03-2020,Active
Avadi Depot,J1543,TN01AN2835,Ashok Leyland,BS-4,MTC,No,Ordinary,11-07-2019,Active
Adyar Depot,J2064,TN01AN3813,Ashok Leyland,BS-4,MTC,No,Ordinary,08-03-2020,Active
Adyar Depot,J1497,TN01AN2733,Ashok Leyland,BS-4,MTC,No,Ordinary,02-07-2019,Active
Adyar Depot,J1323,TN01AN2826,Ashok Leyland,BS-4,MTC,No,Ordinary,27-06-2019,Active
Adyar Depot,J1529,TN01AN2882,Ashok Leyland,BS-4,MTC,No,Ordinary,11-07-2019,Active
Madhavaram Depot,J0670,TN01AN1366,Tata,BS-4,MTC,No,Small Bus (Express),29-02-2016,Active
Madhavaram Depot,J0669,TN01AN1374,Tata,BS-4,MTC,No,Small Bus (Express),29-02-2016,Active
Madhavaram Depot,J0700,TN01AN1397,Tata,BS-4,MTC,No,Small Bus (Express),29-02-2016,Active
Madhavaram Depot,J0309,TN01AN0757,Tata,BS-4,MTC,No,Small Bus (Express),18-02-2014,Active
Madhavaram Depot,J0285,TN01AN0682,Tata,BS-4,MTC,No,Small Bus (Express),21-10-2013,Active
Vyasarpadi Depot,K5056,TN01BV3926,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5054,TN01BV3759,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5063,TN01BV3745,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5018,TN01BV3708,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5012,TN01BV3912,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5008,TN01BV3766,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5076,TN01BV3748,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5033,TN01BV3754,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5034,TN01BV3935,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5113,TN01BV3979,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5096,TN01BV3753,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5038,TN01BV3783,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5105,TN01BV3740,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5061,TN01BV3796,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5119,TN01BV3703,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5117,TN01BV3717,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5007,TN01BV3763,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5010,TN01BV3730,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5120,TN01BV3780,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5085,TN01BV3705,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5040,TN01BV3709,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5030,TN01BV3764,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5098,TN01BV3723,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5052,TN01BV3747,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5108,TN01BV3790,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5051,TN01BV3765,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5017,TN01BV3744,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5097,TN01BV3546,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5075,TN01BV3720,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5049,TN01BV3731,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5039,TN01BV3713,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5084,TN01BV3706,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5088,TN01BV3798,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5118,TN01BV3775,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5028,TN01BV3714,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5086,TN01BV3785,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5110,TN01BV3762,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5073,TN01BV3760,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5064,TN01BV3787,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5053,TN01BV3769,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5020,TN01BV3702,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5032,TN01BV3755,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5019,TN01BV3757,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5009,TN01BV3739,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5109,TN01BV3750,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5066,TN01BV3776,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5021,TN01BV3913,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5092,TN01BV3933,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5065,TN01BV3719,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5044,TN01BV3987,Switch,EV,OHM,No,Deluxe(EV),N/A,Active
Vyasarpadi Depot,K5062,TN01BV3724,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5001,TN01BV3944,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5055,TN01BV3943,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5107,TN01BV3992,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5078,TN01BV3946,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5022,TN01BV3925,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5003,TN01BV3928,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5024,TN01BV3956,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5042,TN01BV3927,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5106,TN01BV3767,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5035,TN01BV3997,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5111,TN01BV3965,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
Vyasarpadi Depot,K5029,TN01BV3749,Switch,EV,OHM,No,Deluxe(EV),10-06-2025,Active
